age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income,region
48,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,United States
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
50,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,55,>50K,United States
41,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,United States
52,Private,12,Married-civ-spouse,Sales,Husband,White,Male,48,>50K,United States
44,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,United States
56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
37,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
62,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,United States
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,United States
43,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,United States
57,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
47,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
50,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,United States
33,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K,United States
54,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Europe
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,>50K,United States
52,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,>50K,United States
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,United States
55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,United States
57,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
40,Private,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
60,State-gov,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,United States
26,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,United States
36,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,United States
32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,United States
39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
51,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,30,>50K,United States
27,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
41,State-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,United States
38,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,United States
54,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
36,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,42,>50K,United States
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,United States
52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,United States
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
38,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,>50K,United States
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
59,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,35,>50K,United States
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,United States
42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,United States
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,United States
51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,>50K,United States
34,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,United States
51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,48,>50K,United States
50,Self-emp-not-inc,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,United States
55,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,United States
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,United States
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,>50K,United States
25,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,United States
39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,48,>50K,United States
45,Private,8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,>50K,United States
45,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Husband,White,Male,42,<=50K,United States
46,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
46,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,52,>50K,United States
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
25,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,>50K,United States
56,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K,United States
44,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,United States
29,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,United States
46,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,>50K,United States
30,Private,13,Married-civ-spouse,Sales,Wife,White,Female,55,>50K,United States
46,Federal-gov,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,United States
44,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,United States
60,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,United States
45,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
53,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
55,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,>50K,United States
41,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,>50K,Asia
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,>50K,United States
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
69,Private,5,Never-married,Craft-repair,Other-relative,White,Male,40,<=50K,United States
40,Private,13,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K,United States
35,State-gov,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,45,<=50K,United States
36,Private,4,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,40,<=50K,Latin America
32,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,35,<=50K,United States
42,State-gov,13,Divorced,Adm-clerical,Unmarried,Black,Female,40,<=50K,United States
69,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,6,<=50K,Europe
81,Self-emp-inc,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,<=50K,United States
58,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,<=50K,Latin America
59,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,United States
36,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,40,<=50K,Latin America
26,Private,7,Separated,Craft-repair,Other-relative,White,Male,50,<=50K,United States
56,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,52,<=50K,Latin America
35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,United States
36,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,United States
56,State-gov,16,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
48,Private,9,Married-civ-spouse,Sales,Husband,White,Male,15,<=50K,United States
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,<=50K,Asia
26,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,United States
61,Local-gov,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,United States
42,Self-emp-inc,10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,30,<=50K,United States
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,United States
38,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,<=50K,Latin America
35,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,55,<=50K,Europe
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,65,<=50K,United States
32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,United States
30,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,United States
54,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,30,<=50K,United States
43,Private,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
40,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,United States
41,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,United States
29,Private,7,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,14,<=50K,Asia
90,Local-gov,4,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,United States
33,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,16,<=50K,United States
39,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,United States
64,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,24,<=50K,Europe
35,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K,United States
25,Private,10,Never-married,Other-service,Not-in-family,White,Male,48,<=50K,United States
53,Private,9,Divorced,Sales,Not-in-family,White,Female,40,<=50K,United States
26,Private,10,Separated,Sales,Own-child,Other,Male,48,<=50K,United States
25,State-gov,13,Never-married,Other-service,Not-in-family,White,Female,50,<=50K,United States
32,Private,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,<=50K,Asia
23,Private,9,Never-married,Craft-repair,Own-child,Black,Male,40,<=50K,United States
22,Self-emp-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,United States
63,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,20,<=50K,United States
27,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,<=50K,United States
59,Self-emp-not-inc,3,Married-civ-spouse,Other-service,Husband,White,Male,15,<=50K,Latin America
23,Private,9,Never-married,Sales,Not-in-family,White,Female,40,<=50K,United States
26,State-gov,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50,<=50K,Asia
34,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,Europe
34,Private,9,Separated,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,United States
31,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,<=50K,United States
30,Private,11,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
59,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,15,<=50K,United States
30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,United States
39,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,70,<=50K,Latin America
25,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,United States
28,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,United States
42,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,United States
42,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,United States
24,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,United States
69,Private,9,Separated,Transport-moving,Unmarried,Black,Female,40,<=50K,United States
42,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,16,<=50K,United States
28,Private,9,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K,United States
26,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,United States
72,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,<=50K,United States
65,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Europe
66,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K,Europe
72,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,<=50K,United States
73,Local-gov,4,Married-civ-spouse,Protective-serv,Husband,White,Male,10,<=50K,United States
28,Private,9,Never-married,Sales,Not-in-family,White,Female,48,<=50K,United States
29,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,50,<=50K,United States
53,Private,11,Divorced,Adm-clerical,Not-in-family,Black,Female,40,<=50K,United States
55,Private,9,Widowed,Other-service,Not-in-family,White,Female,35,<=50K,Europe
23,Private,10,Never-married,Other-service,Own-child,Black,Male,80,<=50K,United States
29,Private,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,<=50K,Asia
39,Local-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,44,<=50K,United States
22,Private,13,Never-married,Exec-managerial,Own-child,White,Male,4,<=50K,United States
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,<=50K,United States
28,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,United States
27,Private,3,Never-married,Priv-house-serv,Other-relative,White,Female,40,<=50K,Latin America
23,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,United States
28,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,55,<=50K,United States
40,Private,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,60,<=50K,Europe
58,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,United States
41,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,<=50K,Asia
57,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,Latin America
26,Private,10,Never-married,Transport-moving,Not-in-family,Black,Male,75,<=50K,United States
45,Private,11,Divorced,Exec-managerial,Not-in-family,White,Male,50,<=50K,United States
28,Private,11,Never-married,Tech-support,Own-child,White,Female,36,<=50K,United States
62,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,United States
29,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,50,<=50K,United States
47,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,<=50K,Europe
25,Private,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
27,State-gov,9,Never-married,Protective-serv,Own-child,White,Male,40,<=50K,United States
27,Local-gov,9,Never-married,Protective-serv,Not-in-family,Black,Male,40,<=50K,United States
31,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,Latin America
63,Private,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
23,Private,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,40,<=50K,United States
52,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,United States
37,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,United States
33,Local-gov,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K,United States
67,Private,2,Widowed,Machine-op-inspct,Not-in-family,White,Female,34,<=50K,Latin America
66,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,55,<=50K,United States
38,State-gov,9,Divorced,Other-service,Unmarried,White,Female,20,<=50K,United States
65,Private,10,Widowed,Prof-specialty,Not-in-family,White,Female,20,<=50K,Europe
